Case Number,Type,Status,Project Name,Issued Date,Applied Date,Expiration Date,Finalized Date,Module Name,Company Name,Company Type,Address,Main Parcel,Description,DBA
2001-2253,BD Roofing - Res - Replace,Approved ,,,9/13/2001,,,Plan,,,617 SW 4 ST Hallandale Beach FL 33009,514228260290,,
2002-0356,BD Roofing - Res - Replace,Approved ,,,11/21/2001,,,Plan,,,541 BLUE HERON DR Hallandale Beach FL 33009,514226RY0000,,
2001-2133,BD Roofing - Res - Replace,Approved ,,,8/24/2001,,,Plan,,,473 GOLDEN ISLES DR Hallandale Beach FL 33009,514226HE0000,,
2001-1105,BD Roofing - Res - Replace,Approved ,,,3/23/2001,,,Plan,,,118 HOLIDAY DR Hallandale Beach FL 33009,514226130660,,
2002-0084,BD Roofing - Res - Replace,Approved ,,,10/10/2001,,,Plan,,,1001 NE 5 ST Hallandale Beach FL 33009,514222370700,,
2001-1401,BD Roofing - Res - Replace,Approved ,,,5/3/2001,,,Plan,,,660 NW 4 CT Hallandale Beach FL 33009,514221250101,,
2002-0115,BD Roofing - Res - Replace,Approved ,,,10/16/2001,,,Plan,,,1032 NE 4 CT Hallandale Beach FL 33009,514222390220,,
2002-0170,BD Roofing - Res - Replace,Approved ,,,10/23/2001,,,Plan,,,121 SW 2 AVE Hallandale Beach FL 33009,514228022141,,
2002-0109,BD Roofing - Res - Replace,Approved ,,,10/15/2001,,,Plan,,,513 PALM DR Hallandale Beach FL 33009,514226040380,,
2001-2024,BD Roofing - Res - Replace,Approved ,,,8/8/2001,,,Plan,,,741 SW 10 TER Hallandale Beach FL 33009,514228490050,,
2001-2309,BD Roofing - Res - Replace,Approved ,,,9/20/2001,,,Plan,,,123 SE 4 AVE Hallandale Beach FL 33009,514227240240,,
2001-1870,BD Roofing - Res - Replace,Approved ,,,7/17/2001,,,Plan,,,1116 NE 4 ST Hallandale Beach FL 33009,514222390400,,
2001-1564,BD Roofing - Res - Replace,Approved ,,,5/31/2001,,,Plan,,,620 NE 12 AVE Unit: DTCT1 Hallandale Beach FL 33009,514222AD0000,,
2001-2138,BD Roofing - Res - Replace,Approved ,,,8/24/2001,,,Plan,,,736 NW 5 CT Hallandale Beach FL 33009,514221190420,,
2000-1847,BD Roofing - Res - Replace,Approved ,,,8/2/2000,,,Plan,,,721 NE 3 ST Hallandale Beach FL 33009,514222130110,,
2001-2021,BD Roofing - Res - Replace,Approved ,,,8/8/2001,,,Plan,,,623 NE 3 ST Hallandale Beach FL 33009,514222130130,,
2002-0169,BD Roofing - Res - Replace,Approved ,,,10/23/2001,,,Plan,,,916 MOFFETT ST Hallandale Beach FL 33009,514222131580,,
2002-0591,BD Roofing - Res - Replace,Approved ,,,1/3/2002,,,Plan,,,630 LAYNE BLVD Hallandale Beach FL 33009,514226BJ0000,,
2001-0228,BD Roofing - Res - Replace,Approved ,,,11/6/2000,,,Plan,,,427 GOLDEN ISLES DR Unit: CLTWR Hallandale Beach FL 33009,514226CA0000,,
2001-1703,BD Roofing - Res - Replace,Approved ,,,6/19/2001,,,Plan,,,1117 NE 4 CT Hallandale Beach FL 33009,514222390100,,
2001-2297,BD Roofing - Res - Replace,Approved ,,,9/18/2001,,,Plan,,,1107 NE 5 ST Hallandale Beach FL 33009,514222370640,,
2002-0152,BD Roofing - Res - Replace,Approved ,,,10/19/2001,,,Plan,,,227 SE 4 ST Hallandale Beach FL 33009,514227160261,,
2001-1643,BD Roofing - Res - Replace,Approved ,,,6/12/2001,,,Plan,,,424 POINCIANA DR Hallandale Beach FL 33009,514226050080,,
2002-0572,BD Roofing - Res - Replace,Approved ,,,12/31/2001,,,Plan,,,617 SW 10 ST Hallandale Beach FL 33009,514228080160,,
2002-0310,BD Roofing - Res - Replace,Approved ,,,11/14/2001,,,Plan,,,513 PALM DR Hallandale Beach FL 33009,514226040380,,
2002-0007,BD Roofing - Res - Replace,Approved ,,,10/1/2001,,,Plan,,,107 SW 8 CT Unit: 1-2 Hallandale Beach FL 33009,514227350030,,
2002-0524,BD Roofing - Res - Replace,Approved ,,,12/18/2001,,,Plan,,,913 NE 3 ST Hallandale Beach FL 33009,514222360480,,
2001-2343,BD Roofing - Res - Replace,Approved ,,,9/26/2001,,,Plan,,,805 SW 3 AVE Hallandale Beach FL 33009,514228370390,,
2002-0349,BD Roofing - Res - Replace,Approved ,,,11/20/2001,,,Plan,,,824 NW 8 TER Hallandale Beach FL 33009,514221020170,,
2002-0089,BD Roofing - Res - Replace,Approved ,,,10/11/2001,,,Plan,,,305 SW 3 ST Hallandale Beach FL 33009,514228310040,,
2001-1553,BD Roofing - Res - Replace,Approved ,,,5/30/2001,,,Plan,,,633 NW 6 CT Hallandale Beach FL 33009,514221180510,,
2001-1006,BD Roofing - Com - Replace,Approved ,,,3/12/2001,,,Plan,,,1061 NW 1 CT Unit: UTILT Hallandale Beach FL 33009,514228000076,,
2000-1884,BD Roofing - Res - Replace,Approved ,,,8/8/2000,,,Plan,,,1825 S OCEAN DR Hallandale Beach FL 33009,514226AL0000,,
2001-1273,BD Roofing - Res - Replace,Approved ,,,4/17/2001,,,Plan,,,139 NE 1 AVE Hallandale Beach FL 33009,514227060040,,
2001-1605,BD Roofing - Res - Replace,Approved ,,,6/5/2001,,,Plan,,,623 NE 3 ST Hallandale Beach FL 33009,514222130130,,
2001-1193,BD Roofing - Res - Replace,Approved ,,,4/4/2001,,,Plan,,,629 SW 10 ST Hallandale Beach FL 33009,514228080140,,
2001-1096,BD Roofing - Res - Replace,Approved ,,,3/22/2001,,,Plan,,,101 SW 4 ST Hallandale Beach FL 33009,514227210090,,
2001-0795,BD Roofing - Res - Replace,Approved ,,,2/7/2001,,,Plan,,,1115 NE 2 CT Hallandale Beach FL 33009,514222390570,,
2001-1258,BD Roofing - Res - Replace,Approved ,,,4/13/2001,,,Plan,,,2500 PARKVIEW DR Unit: UTILT Hallandale Beach FL 33009,514223BD0000,,
2001-1301,BD Roofing - Res - Replace,Approved ,,,4/20/2001,,,Plan,,,611 SW 2 ST Hallandale Beach FL 33009,514228010160,,
2001-1189,BD Roofing - Res - Replace,Approved ,,,4/4/2001,,,Plan,,,907 NE 6 ST Hallandale Beach FL 33009,514222360090,,
2000-0138,BD Roofing - Res - Replace,Approved ,,,10/27/1999,,,Plan,,,812 FOSTER RD Hallandale Beach FL 33009,514221020260,,
2006-1784,BD Roofing - Res - Replace,Approved ,,,4/27/2006,,,Plan,,,613 LESLIE DR Hallandale Beach FL 33009,514223140190,,
2015-0650,BD Roofing - Res - Replace,Approved ,,,12/29/2014,,,Plan,,,710 NW 1 CT Hallandale Beach FL 33009,514228150350,,
2014-2488,BD Roofing - Res - Replace,Approved ,,,8/12/2014,,,Plan,,,640 SW 7 CT Hallandale Beach FL 33009,514228200040,,
2013-1009,BD Roofing - Res - Replace,Approved ,,,2/21/2013,,,Plan,,,2609 S PARKVIEW DR Hallandale Beach FL 33009,514223141240,,
2014-2040,BD Roofing - Res - Replace,Approved ,,,6/23/2014,,,Plan,,,437 TAMARIND DR Hallandale Beach FL 33009,514226051040,,
2012-0635,BD Roofing - Res - Replace,Approved ,,,1/13/2012,,,Plan,,,209 NW 10 ST Hallandale Beach FL 33009,514221040230,,
2001-1772,BD Roofing - Com - Replace,Approved ,,,6/27/2001,,,Plan,,,109 SE 1 AVE Hallandale Beach FL 33009,514228021950,,
2013-1432,BD Roofing - Com - Replace,Approved ,,,4/16/2013,,,Plan,,,200 N FEDERAL HWY Hallandale Beach FL 33009,514227250120,,
2013-1123,BD Roofing - Com - Replace,Approved ,,,3/7/2013,,,Plan,,,226 NW 5 AVE Hallandale Beach FL 33009,514228050220,,
2014-0432,BD Roofing - Com - Replace,Approved ,,,11/21/2013,,,Plan,,,129 NE 1 AVE Hallandale Beach FL 33009,514227060050,,
2003-0695,BD Roofing - Res - Replace,Approved ,,,1/9/2003,,,Plan,,,309 SW 5 ST Hallandale Beach FL 33009,514228180020,,
2014-0330,BD Roofing - Res - Replace,Approved ,,,11/13/2013,,,Plan,,,640 NW 6 CT Hallandale Beach FL 33009,514221180400,,
2014-0866,BD Roofing - Res - Replace,Approved ,,,1/24/2014,,,Plan,,,233 NE 14 AVE Hallandale Beach FL 33009,514227AG0000,,
2014-1116,BD Roofing - Res - Replace,Approved ,,,2/26/2014,,,Plan,,,517 LESLIE DR Hallandale Beach FL 33009,514223140450,,
2013-1877,BD Roofing - Res - Replace,Approved ,,,5/29/2013,,,Plan,,,639 SW 10 ST Hallandale Beach FL 33009,514228280030,,
2013-2936,BD Roofing - Res - Replace,Approved ,,,9/13/2013,,,Plan,,,332 NE 3 ST Hallandale Beach FL 33009,514227110210,,
2013-1382,BD Roofing - Res - Replace,Approved ,,,4/10/2013,,,Plan,,,128 NW 4 AVE Hallandale Beach FL 33009,514228020730,,
2014-0373,BD Roofing - Res - Replace,Approved ,,,11/15/2013,,,Plan,,,129 NE 1 AVE Hallandale Beach FL 33009,514227060050,,
2014-0193,BD Roofing - Res - Replace,Approved ,,,10/24/2013,,,Plan,,,1039 W HALLANDALE BEACH BLVD Hallandale Beach FL 33009,514228000130,,
2013-1218,BD Roofing - Res - Replace,Approved ,,,3/20/2013,,,Plan,,,741 SW 5 CT Hallandale Beach FL 33009,514228170110,,
2014-1113,BD Roofing - Res - Replace,Approved ,,,2/26/2014,,,Plan,,,507 LESLIE DR Hallandale Beach FL 33009,514223140470,,
2007-1337,BD Roofing - Res - Replace,Approved ,,,4/13/2007,,,Plan,,,421 SW 3 ST Hallandale Beach FL 33009,514228260180,,
2013-2781,BD Roofing - Res - Replace,Approved ,,,8/23/2013,,,Plan,,,521 HOLIDAY DR Hallandale Beach FL 33009,514235020010,,
2014-0690,BD Roofing - Res - Replace,Approved ,,,1/6/2014,,,Plan,,,714 SW 2 CT Hallandale Beach FL 33009,514228400060,,
2013-1834,BD Roofing - Com - Replace,Approved ,,,5/24/2013,,,Plan,,,512 NW 3 AVE Hallandale Beach FL 33009,514221170250,,
2013-2722,BD Roofing - Res - Replace,Approved ,,,8/15/2013,,,Plan,,,1001 THREE ISLANDS BLVD Unit: 26 Hallandale Beach FL 33009,514223AD2130,,
2013-0678,BD Roofing - Res - Replace,Approved ,,,1/11/2013,,,Plan,,,124 NW 6 AVE Hallandale Beach FL 33009,514228020490,,
2013-2730,BD Roofing - Res - Replace,Approved ,,,8/16/2013,,,Plan,,,729 NE 4 CT Hallandale Beach FL 33009,514222130420,,
2013-1244,BD Roofing - Res - Replace,Approved ,,,3/22/2013,,,Plan,,,313 NE 4 ST Hallandale Beach FL 33009,514222340050,,
2006-1781,BD Roofing - Res - Replace,Approved ,,,4/27/2006,,,Plan,,,2751 PARKVIEW DR Hallandale Beach FL 33009,514223140340,,
2013-2834,BD Roofing - Res - Replace,Approved ,,,8/29/2013,,,Plan,,,448 TAMARIND DR Hallandale Beach FL 33009,514226050890,,
2013-1050,BD Roofing - Res - Replace,Approved ,,,2/27/2013,,,Plan,,,1008 NE 3 ST Hallandale Beach FL 33009,514222390680,,
2013-1890,BD Roofing - Res - Replace,Approved ,,,5/30/2013,,,Plan,,,416 SW 5 AVE Hallandale Beach FL 33009,514228260520,,
2013-1573,BD Roofing - Res - Replace,Approved ,,,5/1/2013,,,Plan,,,516 NW 1 ST Hallandale Beach FL 33009,514228020520,,
2013-1338,BD Roofing - Res - Replace,Approved ,,,4/5/2013,,,Plan,,,2627 S PARKVIEW DR Hallandale Beach FL 33009,514223141100,,
2006-1767,BD Roofing - Res - Replace,Approved ,,,4/27/2006,,,Plan,,,2627 S PARKVIEW DR Hallandale Beach FL 33009,514223141100,,
2013-0935,BD Roofing - Res - Replace,Approved ,,,2/13/2013,,,Plan,,,213 SW 2 AVE Hallandale Beach FL 33009,514228022832,,
2013-1717,BD Roofing - Res - Replace,Approved ,,,5/14/2013,,,Plan,,,181 NE 14 AVE Hallandale Beach FL 33009,514227AM0000,,
2013-1106,BD Roofing - Com - Replace,Approved ,,,3/5/2013,,,Plan,,,1945 S OCEAN DR Hallandale Beach FL 33009,514226BN0000,,
2013-0844,BD Roofing - Com - Replace,Approved ,,,1/31/2013,,,Plan,,,601 NW 2 AVE Hallandale Beach FL 33009,514221170180,,
2014-0108,BD Roofing - Res - Replace,Approved ,,,10/14/2013,,,Plan,,,206 NE 3 ST Hallandale Beach FL 33009,514227110010,,
2008-0472,BD Roofing - Res - Replace,VOID,,,12/20/2007,,,Plan,,,407 LESLIE DR Hallandale Beach FL 33009,514223140600,,
2015-0265,BD Roofing - Res - Replace,Approved ,,,11/6/2014,,,Plan,,,303 SE 9 CT Unit: UTILT Hallandale Beach FL 33009,514227140440,,
1997-0199,BD Roofing - Com - Replace,Approved ,,,10/23/1996,,,Plan,,,803 NW 9 ST Hallandale Beach FL 33009,514221020210,,
2005-2741,BD Roofing - Com - Replace,Approved ,,,9/15/2005,,,Plan,,,404 N FEDERAL HWY Hallandale Beach FL 33009,514222130180,,
1996-1685,BD Roofing - Com - Replace,Approved ,,,5/9/1996,,,Plan,,,118 SE 7 ST Hallandale Beach FL 33009,514227150050,,
2006-1510,BD Roofing - Res - Replace,Approved ,,,4/6/2006,,,Plan,,,203 NW 3 AVE Hallandale Beach FL 33009,514228050040,,
2014-2202,BD Roofing - Res - Replace,Approved ,,,7/10/2014,,,Plan,,,708 SW 6 TER Hallandale Beach FL 33009,514228450150,,
2000-2155,BD Roofing - Res - Replace,Approved ,,,9/25/2000,,,Plan,,,826 NW 9 ST Hallandale Beach FL 33009,514221230310,,
2013-1330,BD Roofing - Res - Replace,Approved ,,,4/5/2013,,,Plan,,,218 NE 12 AVE Hallandale Beach FL 33009,514227AD0000,,
2006-0658,BD Roofing - Res - Replace,Approved ,,,1/17/2006,,,Plan,,,918 NE 4 ST Hallandale Beach FL 33009,514222360440,,
2000-0119,BD Roofing - Res - Replace,Approved ,,,10/25/1999,,,Plan,,,900 SW 11 ST Hallandale Beach FL 33009,514228030462,,
2006-1876,BD Roofing - Res - Replace,Approved ,,,5/3/2006,,,Plan,,,312 NW 3 CT Hallandale Beach FL 33009,514221110089,,
2007-2059,BD Roofing - Res - Replace,Approved ,,,7/17/2007,,,Plan,,,341 LESLIE DR Hallandale Beach FL 33009,514223140710,,
2002-2162,BD Roofing - Res - Replace,Approved ,,,7/25/2002,,,Plan,,,137 NW 1 AVE Hallandale Beach FL 33009,514228020960,,
2002-1016,BD Roofing - Res - Replace,Approved ,,,3/12/2002,,,Plan,,,1101 NE 3 ST Hallandale Beach FL 33009,514222390381,,
2007-0103,BD Roofing - Res - Replace,Approved ,,,10/16/2006,,,Plan,,,401 GOLDEN ISLES DR Hallandale Beach FL 33009,514226GG0000,,
2001-0675,BD Roofing - Res - Replace,Approved ,,,1/19/2001,,,Plan,,,500 LAYNE BLVD Hallandale Beach FL 33009,514226PT0000,,
2006-0282,BD Roofing - Res - Replace,Approved ,,,11/28/2005,,,Plan,,,400 FOSTER RD Hallandale Beach FL 33009,514221150610,,
2000-1450,BD Roofing - Res - Replace,Approved ,,,6/9/2000,,,Plan,,,913 DIPLOMAT PKWY Hallandale Beach FL 33009,514226110460,,
1993-0602,BD Roofing - Com - Replace,Approved ,,,4/2/1993,,,Plan,,,1120 NE 10 ST Hallandale Beach FL 33009,514222BC0000,,
2003-0920,BD Roofing - Com - Replace,Approved ,,,2/10/2003,,,Plan,,,735 SW 1 ST Hallandale Beach FL 33009,514228130010,,
1993-0134,BD Roofing - Com - Replace,Approved ,,,2/17/1993,,,Plan,,,913 SW 7 TER Hallandale Beach FL 33009,514228090040,,
1998-0989,BD Roofing - Com - Replace,Approved ,,,3/3/1998,,,Plan,,,801 NE 25 AVE Hallandale Beach FL 33009,514223120125,,
1996-0757,BD Roofing - Com - Replace,Approved ,,,1/11/1996,,,Plan,,,161 NE 10 AVE Hallandale Beach FL 33009,514227AJ0000,,
1995-2459,BD Roofing - Com - Replace,Approved ,,,8/8/1995,,,Plan,,,221 N DIXIE HWY Hallandale Beach FL 33009,514228020040,,
1996-2443,BD Roofing - Com - Replace,Approved ,,,8/29/1996,,,Plan,,,808 NE 25 AVE Hallandale Beach FL 33009,514223AJ0000,,
1998-2224,BD Roofing - Com - Replace,Approved ,,,8/17/1998,,,Plan,,,309 SW 7 CT Hallandale Beach FL 33009,514228370140,,
1993-0979,BD Roofing - Com - Replace,Approved ,,,5/24/1993,,,Plan,,,409 NW 2 AVE Hallandale Beach FL 33009,514222040250,,
1996-1243,BD Roofing - Com - Replace,Approved ,,,3/13/1996,,,Plan,,,704 SW 2 AVE Hallandale Beach FL 33009,514228370500,,
1994-1689,BD Roofing - Com - Replace,Approved ,,,4/22/1994,,,Plan,,,1725 E HALLANDALE BEACH BLVD Hallandale Beach FL 33009,514226110010,,
1997-0509,BD Roofing - Com - Replace,Approved ,,,11/26/1996,,,Plan,,,210 NE 2 ST Unit: 1-3 Hallandale Beach FL 33009,514227300270,,
1997-1778,BD Roofing - Com - Replace,Approved ,,,5/22/1997,,,Plan,,,1111 NE 1 CT Unit: B Hallandale Beach FL 33009,514227CG0020,,
1995-1470,BD Roofing - Com - Replace,Approved ,,,4/11/1995,,,Plan,,,2524 E HALLANDALE BEACH BLVD Hallandale Beach FL 33009,514226080040,,
1993-0183,BD Roofing - Com - Replace,Approved ,,,2/19/1993,,,Plan,,,116 NW 2 AVE Hallandale Beach FL 33009,514228020973,,
1997-0285,BD Roofing - Com - Replace,Approved ,,,10/31/1996,,,Plan,,,2300 NE 7 ST Hallandale Beach FL 33009,514223AH0000,,
1994-2468,BD Roofing - Com - Replace,Approved ,,,7/8/1994,,,Plan,,,217 NW 2 AVE Hallandale Beach FL 33009,514228020300,,
1996-1764,BD Roofing - Com - Replace,Approved ,,,5/20/1996,,,Plan,,,736 SW 4 CT Hallandale Beach FL 33009,514228400550,,
2006-1855,BD Roofing - Com - Replace,Approved ,,,5/2/2006,,,Plan,,,412 NW 2 ST Hallandale Beach FL 33009,514228050180,,
1998-0284,BD Roofing - Com - Replace,Approved ,,,11/7/1997,,,Plan,,,704 SW 5 CT Hallandale Beach FL 33009,514228170090,,
1994-1072,BD Roofing - Com - Replace,Approved ,,,2/14/1994,,,Plan,,,821 SW 9 ST Hallandale Beach FL 33009,514228030143,,
1994-1696,BD Roofing - Com - Replace,Approved ,,,4/25/1994,,,Plan,,,1926 ATLANTIC SHORES BLVD Hallandale Beach FL 33009,514223120140,,
2009-1274,BD Roofing - Com - Replace,Approved ,,,5/7/2009,,,Plan,,,925 OLD FEDERAL HWY Hallandale Beach FL 33009,514227140530,,
1994-2564,BD Roofing - Com - Replace,Approved ,,,7/21/1994,,,Plan,,,727 NW 6 ST Hallandale Beach FL 33009,514221190310,,
1997-1201,BD Roofing - Com - Replace,Approved ,,,3/19/1997,,,Plan,,,1000 NE 4 CT Hallandale Beach FL 33009,514222390180,,
2010-2077,BD Roofing - Res - Replace,Approved ,,,6/21/2010,,,Plan,,,1980 S OCEAN DR Hallandale Beach FL 33009,514226BH0000,,
PL-BROR-16-04139,BD Roofing - Res - Replace,Approved ,,,12/12/2016,,,Plan,,,704 SW 5 CT HALLANDALE BEACH FL 33009,514228170090,,
2006-1898,BD Roofing - Res - Replace,Approved ,,,5/5/2006,,,Plan,,,316 NE 3 ST Hallandale Beach FL 33009,514227110100,,
2012-2011,BD Roofing - Res - Replace,Approved ,,,7/18/2012,,,Plan,,,2617 S PARKVIEW DR Hallandale Beach FL 33009,514223141190,,
2003-1818,BD Roofing - Res - Replace,Approved ,,,6/11/2003,,,Plan,,,628 NW 9 CT Hallandale Beach FL 33009,514221020680,,
2009-0227,BD Roofing - Res - Replace,Approved ,,,11/12/2008,,,Plan,,,910 SW 5 ST Hallandale Beach FL 33009,514228000400,,
2005-1577,BD Roofing - Res - Replace,Approved ,,,4/21/2005,,,Plan,,,2741 PARKVIEW DR Hallandale Beach FL 33009,514223140250,,
1999-1842,BD Roofing - Res - Replace,Approved ,,,7/16/1999,,,Plan,,,124 SW 7 AVE Hallandale Beach FL 33009,514228130370,,
2006-1668,BD Roofing - Res - Replace,Approved ,,,4/19/2006,,,Plan,,,621 SW 7 AVE Hallandale Beach FL 33009,514228330550,,
1999-0894,BD Roofing - Res - Replace,Approved ,,,2/17/1999,,,Plan,,,448 HOLIDAY DR Hallandale Beach FL 33009,514226130460,,
1999-1070,BD Roofing - Res - Replace,Approved ,,,3/18/1999,,,Plan,,,101 N FEDERAL HWY Hallandale Beach FL 33009,514227240020,,
2004-0346,BD Roofing - Res - Replace,Approved ,,,11/14/2003,,,Plan,,,716 NE 8 ST Hallandale Beach FL 33009,514222130880,,
2008-1057,BD Roofing - Res - Replace,Approved ,,,4/2/2008,,,Plan,,,3181 S OCEAN DR Hallandale Beach FL 33009,514226020173,,
2006-1712,BD Roofing - Res - Replace,Approved ,,,4/24/2006,,,Plan,,,728 SW 2 AVE Hallandale Beach FL 33009,514228370440,,
2002-2216,BD Roofing - Res - Replace,Approved ,,,8/1/2002,,,Plan,,,400 ALAMANDA DR Hallandale Beach FL 33009,514226050370,,
PL-BROR-16-02681,BD Roofing - Res - Replace,Approved ,,,7/1/2016,,,Plan,,,1016 MOFFETT ST HALLANDALE BEACH FL 33009,514222132620,,
2008-0590,BD Roofing - Res - Replace,Approved ,,,1/18/2008,,,Plan,,,712 SW 9 ST Hallandale Beach FL 33009,514228331253,,
2001-1624,BD Roofing - Res - Replace,Approved ,,,6/8/2001,,,Plan,,,212 HOLIDAY DR Hallandale Beach FL 33009,514226130620,,
2007-2037,BD Roofing - Res - Replace,Approved ,,,7/13/2007,,,Plan,,,2000 ATLANTIC SHORES BLVD Unit: 10 Hallandale Beach FL 33009,514223AD0000,,
2013-1248,BD Roofing - Res - Replace,Approved ,,,3/22/2013,,,Plan,,,500 NW 1 ST Hallandale Beach FL 33009,514228020400,,
2001-0797,BD Roofing - Res - Replace,Approved ,,,2/7/2001,,,Plan,,,642 HIBISCUS DR Hallandale Beach FL 33009,514226030150,,
1999-1309,BD Roofing - Res - Replace,Approved ,,,4/22/1999,,,Plan,,,418 SE 8 ST Hallandale Beach FL 33009,514227170380,,
2015-0211,BD Roofing - Com - Replace,Approved ,,,10/30/2014,,,Plan,,,203 E HALLANDALE BEACH BLVD Hallandale Beach FL 33009,514227290021,,
1998-2394,BD Roofing - Com - Replace,Approved ,,,9/11/1998,,,Plan,,,901 S FEDERAL HWY Unit: SITE Hallandale Beach FL 33009,514227010540,,
1995-2240,BD Roofing - Com - Replace,Approved ,,,7/5/1995,,,Plan,,,741 SW 7 TER Hallandale Beach FL 33009,514228190310,,
1994-1049,BD Roofing - Com - Replace,Approved ,,,2/11/1994,,,Plan,,,212 NW 1 AVE Hallandale Beach FL 33009,514228020032,,
1998-0599,BD Roofing - Com - Replace,Approved ,,,12/22/1997,,,Plan,,,460 ALAMANDA DR Hallandale Beach FL 33009,514226050270,,
1995-0809,BD Roofing - Com - Replace,Approved ,,,1/12/1995,,,Plan,,,225 HOLIDAY DR Hallandale Beach FL 33009,514235030120,,
1994-1007,BD Roofing - Com - Replace,Approved ,,,2/8/1994,,,Plan,,,806 NW 7 TER Hallandale Beach FL 33009,514221270190,,
1995-2192,BD Roofing - Com - Replace,Approved ,,,6/28/1995,,,Plan,,,801 NW 2 AVE Hallandale Beach FL 33009,514221090100,,
1996-0736,BD Roofing - Com - Replace,Approved ,,,1/9/1996,,,Plan,,,204 SW 4 AVE Hallandale Beach FL 33009,514228060040,,
2004-1056,BD Roofing - Com - Replace,Approved ,,,2/25/2004,,,Plan,,,610 NE 12 AVE Hallandale Beach FL 33009,514222AE0000,,
1998-2317,BD Roofing - Com - Replace,Approved ,,,8/31/1998,,,Plan,,,712 NW 6 ST Hallandale Beach FL 33009,514221190230,,
1997-2514,BD Roofing - Com - Replace,Approved ,,,9/3/1997,,,Plan,,,719 SW 3 AVE Hallandale Beach FL 33009,514228370340,,
1994-0096,BD Roofing - Com - Replace,Approved ,,,10/13/1993,,,Plan,,,733 SW 4 ST Hallandale Beach FL 33009,514228400370,,
1999-2239,BD Roofing - Com - Replace,Approved ,,,9/29/1999,,,Plan,,,580 EGRET DR Hallandale Beach FL 33009,514226RX0000,,
1995-2268,BD Roofing - Com - Replace,Approved ,,,7/10/1995,,,Plan,,,424 SW 3 TER Hallandale Beach FL 33009,514228460010,,
2008-0230,BD Roofing - Res - Replace,Approved ,,,11/7/2007,,,Plan,,,716 SW 6 ST Hallandale Beach FL 33009,514228170260,,
2004-0869,BD Roofing - Res - Replace,Approved ,,,2/3/2004,,,Plan,,,401 HOLIDAY DR Hallandale Beach FL 33009,514235030050,,
2013-1008,BD Roofing - Res - Replace,Approved ,,,2/21/2013,,,Plan,,,2611 S PARKVIEW DR Hallandale Beach FL 33009,514223141250,,
2003-1554,BD Roofing - Res - Replace,Approved ,,,5/6/2003,,,Plan,,,725 SW 2 CT Hallandale Beach FL 33009,514228400050,,
2005-1359,BD Roofing - Res - Replace,Approved ,,,3/25/2005,,,Plan,,,1055 NE 14 AVE Hallandale Beach FL 33009,514222132802,,
2005-0696,BD Roofing - Res - Replace,Approved ,,,1/7/2005,,,Plan,,,106 NW 1 ST Hallandale Beach FL 33009,514228020891,,
2003-1747,BD Roofing - Res - Replace,Approved ,,,6/3/2003,,,Plan,,,300 NW 10 ST Hallandale Beach FL 33009,514221040071,,
2008-0968,BD Roofing - Res - Replace,Approved ,,,3/19/2008,,,Plan,,,130 GOLDEN ISLES DR Unit: C Hallandale Beach FL 33009,514226AT0030,,
2005-2310,BD Roofing - Res - Replace,Approved ,,,7/19/2005,,,Plan,,,200 NE 12 AVE Unit: POOL Hallandale Beach FL 33009,514227010030,,
2007-1064,BD Roofing - Res - Replace,Approved ,,,3/8/2007,,,Plan,,,313 SW 7 ST Hallandale Beach FL 33009,514228370270,,
2012-1661,BD Roofing - Res - Replace,Approved ,,,5/31/2012,,,Plan,,,210 SW 9 ST Hallandale Beach FL 33009,514227180011,,
2000-0260,BD Roofing - Res - Replace,Approved ,,,11/23/1999,,,Plan,,,613 SW 4 ST Hallandale Beach FL 33009,514228260300,,
2014-2000,BD Roofing - Res - Replace,Approved ,,,6/19/2014,,,Plan,,,816 MOFFETT ST Hallandale Beach FL 33009,514222131540,,
2016-0084,BD Roofing - Res - Replace,Approved ,,,10/15/2015,,,Plan,,,1008 NE 4 ST Hallandale Beach FL 33009,514222390350,,
2008-2121,BD Roofing - Res - Replace,Approved ,,,9/11/2008,,,Plan,,,917 NE 2 ST Hallandale Beach FL 33009,514227310090,,
2011-0689,BD Roofing - Res - Replace,Approved ,,,1/18/2011,,,Plan,,,720 NE 7 ST Hallandale Beach FL 33009,514222130672,,
2004-0035,BD Roofing - Res - Replace,Approved ,,,10/3/2003,,,Plan,,,312 NE 3 ST Hallandale Beach FL 33009,514227AP0000,,
1994-0826,BD Roofing - Com - Replace,Approved ,,,1/14/1994,,,Plan,,,1295 E HALLANDALE BEACH BLVD Hallandale Beach FL 33009,514227010140,,
1998-2396,BD Roofing - Com - Replace,Approved ,,,9/11/1998,,,Plan,,,612 OLEANDER DR Hallandale Beach FL 33009,514226030450,,
1996-1652,BD Roofing - Com - Replace,Approved ,,,5/6/1996,,,Plan,,,510 SW 3 ST Hallandale Beach FL 33009,514228060150,,
2011-1552,BD Roofing - Res - Replace,Approved ,,,5/25/2011,,,Plan,,,902 NW 6 TER Hallandale Beach FL 33009,514221020690,,
2011-2126,BD Roofing - Res - Replace,Approved ,,,8/30/2011,,,Plan,,,819 SW 6 AVE Hallandale Beach FL 33009,514228210020,,
2008-0428,BD Roofing - Res - Replace,Approved ,,,12/13/2007,,,Plan,,,701 DIPLOMAT PKWY Hallandale Beach FL 33009,514226110300,,
